,name,position,club,division,based,nation,age,preferredfoot,preferredfootsimple,bestpos,bestpossimple,bestrole,value,wage,ca,pa,1v1,cor,cro,dri,fin,fir,fre,hea,lon,lth,mar,pas,pen,tck,tec,agg,ant,bra,cmp,cnt,dec,det,fla,ldr,otb,pos,tea,vis,wor,acc,aer,agi,bal,height,jum,nat,pac,sta,str,weight,cmd,com,ecc,han,kic,pun,ref,thr,tro
58708,Jeremie Mukendi,"AM (RLC), ST (C)",Tottenham,English Premier Division,England (Premier Division),ENG,17,Right,Right,ST (C),ST,PF,30000,120,60,101,4,6,5,6,7,7,4,5,5,4,3,6,6,4,7,7,5,7,5,5,7,12,7,3,8,4,6,6,7,15,1,10,9,181,9,12,15,8,8,70,2,1,4,3,4,1,1,3,3
58877,Kion Etete,ST (C),Tottenham,English Premier Division,England (Premier Division),ENG,17,Right,Right,ST (C),ST,P,100000,600,75,101,2,4,6,9,12,11,7,13,3,2,7,7,4,3,8,4,8,5,10,8,7,15,13,10,12,4,7,5,8,15,3,12,8,186,12,10,11,13,6,75,2,3,1,1,2,1,2,1,3
58907,Leo Gaxha,"AM (RLC), ST (C)",Sheff Utd,English Premier Division,England (Premier Division),IRL,16,Right,Right,ST (C),ST,P,46000,120,68,101,2,5,7,12,11,13,5,8,6,1,5,5,1,4,8,13,11,7,5,5,11,16,10,9,9,6,6,6,7,13,2,8,6,185,9,12,11,6,6,70,3,2,3,2,3,2,2,2,3
59101,Michael Agboola,D (C),Wolves,English Premier Division,England (Premier Division),ENG,17,Right,Right,D (C),D,CD,36000,500,65,101,1,6,3,4,2,7,4,10,1,1,11,7,1,8,6,8,11,8,6,5,11,10,1,6,6,14,6,3,7,13,3,10,7,191,12,8,10,8,8,75,3,2,2,3,1,3,3,2,4
59343,Rhys Hughes,M/AM (C),Everton,English Premier Division,England (Premier Division),WAL,18,Right,Right,AM (C),AM,SS,100000,750,75,101,2,10,9,7,6,8,11,4,9,6,7,8,6,9,8,7,8,8,8,9,9,18,5,10,11,11,11,8,12,13,3,7,8,177,8,11,12,9,7,70,1,3,4,3,3,2,3,1,3
59373,Rohan Luthra,GK,Crystal Palace,English Premier Division,England (Premier Division),ENG,17,Right,Right,GK,GK,G,22500,120,60,101,8,3,3,3,1,1,4,1,3,3,3,9,2,3,4,8,8,11,5,8,13,4,3,8,2,10,6,5,5,10,9,8,6,184,7,8,12,1,4,71,7,10,1,13,8,9,13,8,4
59392,Ryan Viggars,ST (C),Sheff Utd,English Premier Division,England (Premier Division),WAL,16,Left,Left,ST (C),ST,P,22500,120,55,101,3,4,1,12,12,12,4,11,1,4,1,5,7,1,7,9,5,3,9,3,11,14,12,10,12,3,4,5,5,12,1,10,5,176,5,17,12,4,5,57,1,2,3,3,1,3,2,2,1
59620,Zak Brown,D (C),Norwich,English Premier Division,England (Premier Division),JAM,16,Right,Right,D (C),D,NCB,13250,120,53,101,2,3,4,5,3,6,3,9,5,4,9,6,3,11,7,7,10,11,7,8,7,10,3,10,8,9,12,7,11,10,2,9,10,181,10,8,11,10,10,71,1,1,3,1,3,1,1,3,2
59629,Teddy Sharman-Lowe,GK,Chelsea,English Premier Division,England (Premier Division),ENG,16,Right,Right,GK,GK,SK,0,120,60,101,8,1,2,1,3,1,4,1,2,2,2,6,2,2,1,11,5,14,3,7,12,13,1,10,1,9,5,4,3,10,10,6,1,183,5,14,10,1,2,65,12,5,1,12,8,13,11,5,11
59649,Abdi Sharif,"WB (R), M (C)",Liverpool,English Premier Division,England (Premier Division),ENG,18,Right,Right,M (C),M,CM,42000,775,67,100,1,5,8,9,6,13,7,7,9,1,9,12,5,7,9,7,8,6,9,7,7,12,1,11,5,6,6,7,8,12,2,7,8,184,10,16,12,16,6,68,2,1,3,2,2,1,1,1,1
60990,Ethan Fitzhugh,"M (C), AM (RC)",Leicester,English Premier Division,England (Premier Division),ENG,16,Left,Left,AM (C),AM,SS,30000,120,60,100,3,9,11,8,9,7,9,7,9,8,6,7,5,7,8,11,7,8,14,9,6,17,4,4,9,7,8,7,9,12,3,9,7,185,15,13,11,8,7,70,1,1,3,1,2,2,2,3,2
61409,Harry Sheppeard,D (R),Sheff Utd,English Premier Division,England (Premier Division),ENG,19,Right Only,Right,D (R),D,FB,7000,200,50,100,3,4,3,4,3,9,2,8,1,7,6,7,2,11,8,7,11,8,8,8,11,7,5,3,5,7,8,6,8,12,3,14,8,182,11,13,12,6,7,75,3,3,3,2,3,3,2,1,1
61687,Jean-Pierre TiÃ©hi,"AM (C), ST (C)",Fulham,English Premier Division,England (Premier Division),CIV,17,Right,Right,ST (C),ST,PF,34000,120,62,100,2,5,6,11,8,13,6,11,4,2,4,8,6,2,9,15,9,7,7,7,12,3,9,5,4,3,6,11,8,12,1,13,7,178,8,11,12,8,5,76,3,1,2,1,1,3,1,3,1
61989,Kamarl Grant,D (C),Sheff Utd,English Premier Division,England (Premier Division),ENG,16,Right Only,Right,D (C),D,CD,20000,120,55,100,3,4,2,1,2,7,6,10,1,1,10,4,3,11,6,11,5,7,4,11,14,16,1,10,3,14,6,4,7,12,2,9,7,187,8,8,9,5,4,72,1,3,3,2,3,3,1,3,3
62724,Matthew Carson,D (C),Burnley,English Premier Division,England (Premier Division),SCO,16,Right,Right,D (C),D,CD,9000,120,50,100,1,3,1,1,5,2,5,6,4,1,13,6,2,10,1,12,7,8,6,6,11,12,1,9,2,13,5,3,6,12,2,8,6,192,11,4,10,5,6,78,1,2,4,1,1,2,1,2,2
64054,Tom Clayton,D (LC),Liverpool,English Premier Division,England (Premier Division),ENG,17,Left,Left,D (C),D,CD,99000,775,76,100,3,2,4,6,1,11,1,11,6,1,12,4,4,12,7,12,14,12,5,12,14,8,1,1,6,13,7,4,8,12,2,8,8,179,8,14,12,7,11,72,3,2,2,3,1,3,1,2,1
64445,Bashir Humphreys,D (C),Chelsea,English Premier Division,England (Premier Division),ENG,16,Right,Right,D (C),D,CD,0,120,55,100,3,5,4,3,4,8,7,7,5,2,7,7,3,8,7,6,7,6,8,9,7,7,1,2,6,7,8,6,10,15,1,7,10,184,13,18,11,10,7,68,3,4,2,2,1,3,1,2,1
65044,Ethan Kachosa,D/M/AM (R),Leeds,English Premier Division,England (Premier Division),ZIM,16,Right,Right,M (R),M,W,25500,120,59,99,2,5,10,7,7,7,6,4,7,1,3,13,1,7,10,15,5,7,3,8,9,15,9,4,6,6,7,7,8,14,3,11,4,176,9,12,14,5,4,61,1,2,2,1,2,3,2,2,1
65212,Harlem Hale,M/AM (RL),Crystal Palace,English Premier Division,England (Premier Division),ENG,19,Right,Right,AM (R),AM,W,45500,1800,65,99,2,6,9,7,8,6,6,7,7,4,6,5,5,3,6,12,4,7,5,8,5,16,10,5,6,5,5,6,6,16,3,10,6,175,9,15,15,8,6,67,3,3,2,3,1,1,1,3,3
65348,Javelle Clarke,ST (C),Sheff Utd,English Premier Division,England (Premier Division),ENG,17,Right Only,Right,ST (C),ST,P,5000,120,40,99,3,3,1,10,12,12,3,12,4,1,2,3,4,1,8,13,4,6,8,4,6,18,12,6,7,1,3,1,5,12,1,8,4,173,6,15,10,9,6,63,1,1,3,2,2,2,3,3,1
66082,Reece Hannam,D (L),Crystal Palace,English Premier Division,England (Premier Division),ENG,18,Left,Left,D (L),D,FB,29500,1200,60,99,3,3,6,8,5,7,3,11,2,9,7,7,6,8,8,10,9,9,8,9,8,4,1,2,7,8,9,7,11,15,1,8,10,164,5,13,14,8,9,62,1,2,3,1,2,4,2,2,4
66277,Tawanda Maswanhise,M (C),Leicester,English Premier Division,England (Premier Division),ENG,16,Either,Either,M (C),M,CM,9500,120,45,99,3,3,5,2,6,8,5,5,6,1,6,14,5,7,9,15,4,5,6,6,14,4,6,7,7,5,7,6,11,11,1,8,6,167,2,13,8,8,1,55,3,3,1,1,2,4,2,2,4
66487,Adam Wilson,"AM (RLC), ST (C)",Newcastle,English Premier Division,England (Premier Division),ENG,19,Right,Right,AM (R),AM,W,33000,500,65,98,1,6,10,13,8,8,5,5,2,5,3,3,3,4,6,1,9,6,7,2,9,5,6,12,9,5,6,6,7,14,4,10,6,182,7,20,13,8,4,69,2,2,2,2,1,2,2,2,3
67822,Marqes Muir,D (C),Tottenham,English Premier Division,England (Premier Division),ENG,16,Right,Right,D (C),D,CD,20000,120,55,98,2,5,5,1,2,6,3,6,1,1,13,6,1,13,2,9,6,8,3,7,13,16,1,9,3,9,5,3,6,7,3,10,6,181,8,13,10,8,8,69,3,2,2,3,1,1,1,1,2
67924,Michael Tait,ST (C),Aston Villa,English Premier Division,England (Premier Division),ENG,18,Right,Right,ST (C),ST,AF,46000,500,73,98,1,6,5,10,10,13,6,6,4,1,6,8,6,3,8,14,10,3,9,7,11,9,13,1,6,5,6,8,8,13,2,12,7,183,11,12,13,9,8,75,1,1,2,2,1,1,2,3,1
68119,Oliver Webber,GK,Crystal Palace,English Premier Division,England (Premier Division),NIR,18,Right Only,Right,GK,GK,G,14000,500,55,98,9,3,2,3,2,1,7,1,2,2,2,2,1,3,1,9,6,11,4,4,12,18,3,9,3,8,5,4,4,10,7,13,5,192,11,13,10,1,4,78,8,9,10,12,6,10,10,4,5
68214,Rafael Garcia,"D (R), DM, M (C)",Oklahoma City,English Premier Division,England (Premier Division),USA,30,Right,Right,DM,DM,BWM,400000,900,97,98,2,5,6,7,4,10,6,9,8,1,11,10,7,13,11,15,10,15,11,12,11,15,7,9,7,13,14,7,15,11,3,11,16,168,6,10,12,13,12,69,4,2,1,3,2,3,2,4,1
68254,Rob Harker,ST (C),Burnley,English Premier Division,England (Premier Division),ENG,19,Right,Right,ST (C),ST,P,83000,800,75,98,2,6,6,12,11,9,4,11,7,1,4,4,5,1,9,8,10,8,10,5,13,12,7,1,12,6,8,6,9,11,3,4,11,183,14,13,11,10,8,58,4,2,1,2,1,3,4,3,3
68317,Sam Packham,"D (R), M (C)",Brighton,English Premier Division,England (Premier Division),ENG,17,Right,Right,D (R),D,FB,20500,120,56,98,4,7,4,6,5,9,7,6,6,7,6,8,7,12,9,7,9,7,6,7,8,13,2,10,7,8,9,7,9,14,2,11,9,181,8,11,9,8,7,72,3,2,1,3,2,2,2,3,2
68418,Stefan Vukoje,"AM (RLC), ST (C)",Brighton,English Premier Division,England (Premier Division),SRB,17,Right,Right,AM (R),AM,W,34000,120,62,98,1,7,9,7,7,8,6,8,9,2,6,7,1,8,9,9,7,8,8,6,7,16,6,12,7,5,8,7,9,14,2,9,7,176,5,16,13,6,6,64,3,3,1,1,3,2,1,2,2
68573,Wanya Marcal-Madivadua,M/AM (C),Leicester,English Premier Division,England (Premier Division),ENG,16,Right Only,Right,M (C),M,CM,9500,120,45,98,1,4,5,3,5,10,5,5,5,1,3,9,3,5,7,14,7,6,5,5,13,7,6,1,6,4,7,13,12,14,1,11,6,174,5,12,10,7,5,62,2,3,3,3,1,2,3,1,3
68656,Adam Leathers,M (C),Leicester,English Premier Division,England (Premier Division),ENG,17,Right,Right,M (C),M,CM,21500,120,55,97,3,5,3,4,6,10,5,5,8,1,6,10,5,8,9,11,4,5,7,4,11,16,1,1,6,7,7,8,10,13,3,11,2,175,6,13,12,6,3,63,1,3,1,1,2,2,4,2,2
69344,Harvey Neville,D/WB/M/AM (R),Man Utd,English Premier Division,England (Premier Division),IRL,16,Right,Right,D (R),D,WB,20500,120,56,97,1,5,8,10,10,6,5,5,4,4,4,9,4,7,6,17,4,7,6,5,5,18,7,10,10,5,2,7,7,13,1,7,7,181,6,14,13,6,7,63,2,4,1,3,1,1,3,2,2
69540,Josh Griffiths,GK,West Brom,English Premier Division,England (Premier Division),ENG,17,Right,Right,GK,GK,SK,21500,120,60,97,9,3,3,2,2,4,6,1,2,2,2,8,1,2,2,18,4,12,4,8,14,9,2,6,3,9,7,3,5,10,7,9,7,187,9,13,5,1,5,75,5,5,1,6,11,4,14,8,13
69605,Kevin GonzÃ¡lez,"M (RL), AM (L)",Atlas (ARG),English Premier Division,England (Premier Division),ARG,23,Right,Right,M (L),M,IW,240000,1100,91,97,3,10,11,12,6,9,10,6,8,10,8,11,5,11,11,11,8,10,13,7,8,8,8,12,12,8,12,8,13,13,2,11,11,168,7,15,12,13,3,67,2,3,2,1,3,1,1,2,3
69778,Marcel Wusiewicz,GK,Burnley,English Premier Division,England (Premier Division),POL,18,Right,Right,GK,GK,SK,28500,350,68,97,4,4,3,1,2,3,6,1,3,3,2,8,2,2,1,8,7,10,5,12,12,4,1,5,2,5,6,5,4,14,9,14,3,189,8,13,13,1,6,77,13,8,1,10,12,12,10,6,14
69911,Michael Craig,"D (C), DM, M (C)",Tottenham,English Premier Division,England (Premier Division),SCO,16,Right Only,Right,M (C),M,CM,14250,120,50,97,1,6,4,5,2,9,6,7,3,3,8,10,1,13,7,8,6,7,4,5,7,14,1,9,5,4,8,10,15,9,1,11,4,181,12,13,13,15,7,67,3,2,1,3,1,3,3,3,3
70344,Toby Bull,GK,Brighton,English Premier Division,England (Premier Division),ENG,15,Right,Right,GK,GK,G,11250,120,50,97,6,3,2,3,2,3,4,1,2,2,1,4,2,2,1,10,3,9,3,8,13,11,2,11,2,6,6,5,5,8,9,8,6,182,7,13,12,3,5,57,7,6,1,13,11,14,13,3,7
70706,Benjamin Heal,M (C),West Ham,English Premier Division,England (Premier Division),ENG,16,Right Only,Right,M (C),M,CM,12250,120,48,96,2,5,5,2,6,10,5,4,5,1,4,14,1,5,9,11,4,4,6,6,9,14,4,10,4,5,7,11,10,14,3,14,6,170,8,11,13,6,3,57,3,2,3,2,2,3,2,2,1
70807,Christian Veliky,AM (C),West Ham,English Premier Division,England (Premier Division),SVK,16,Right,Right,AM (C),AM,AP,13000,120,48,96,2,4,4,11,6,13,4,4,4,1,1,9,1,3,9,5,5,4,11,2,12,9,12,3,3,4,6,12,11,13,4,9,1,170,5,7,11,9,1,57,1,1,3,2,4,3,1,1,3
70864,Daniel Jinadu,GK,West Ham,English Premier Division,England (Premier Division),NGA,17,Right,Right,GK,GK,SK,22500,120,60,96,7,7,1,1,2,2,9,1,3,1,1,10,2,3,1,7,9,14,3,12,12,14,3,10,1,10,5,4,4,7,7,7,2,172,5,9,6,1,3,64,12,8,1,12,12,11,12,8,14
71914,Niall Huggins,"AM (R), ST (C)",Leeds,English Premier Division,England (Premier Division),WAL,18,Right,Right,ST (C),ST,AF,160000,500,83,96,1,4,8,11,12,10,5,7,8,3,3,8,10,4,11,5,9,8,11,7,9,13,12,6,12,2,10,9,11,13,4,12,11,173,7,13,13,13,7,61,1,2,3,4,4,4,1,3,3
71984,Ollie Walters,D (LC),Newcastle,English Premier Division,England (Premier Division),ENG,19,Left Only,Left,D (L),D,FB,20000,500,59,96,3,1,2,5,4,4,1,12,4,6,9,4,1,11,7,14,8,7,4,6,12,16,1,1,2,9,7,3,8,12,1,12,4,189,14,10,14,5,5,78,1,4,3,3,3,2,4,3,1
72253,Stan Flaherty,AM (C),Newcastle,English Premier Division,England (Premier Division),ENG,17,Right Only,Right,AM (C),AM,AM,27000,120,58,96,2,5,6,8,7,13,5,2,7,1,1,6,1,3,13,12,7,2,4,6,11,10,13,8,7,4,7,11,11,13,2,10,7,171,2,15,12,6,3,57,2,1,1,1,1,2,2,1,3
72321,Tom Sams,D (C),Leicester,English Premier Division,England (Premier Division),ENG,17,Right,Right,D (C),D,CD,20000,120,55,96,2,6,4,1,4,7,2,11,4,7,15,7,1,14,7,10,11,4,7,9,5,3,1,8,8,6,8,3,9,12,2,5,8,183,9,9,11,9,8,74,3,2,3,1,1,3,2,4,2
73279,Conor Bradley,WB/M/AM (R),Liverpool,English Premier Division,England (Premier Division),NIR,15,Right,Right,AM (R),AM,W,14000,120,49,95,3,7,9,7,4,10,3,3,4,3,3,5,1,5,11,12,3,2,5,2,9,7,11,6,9,4,5,3,5,12,1,9,1,180,7,13,13,10,2,60,2,2,3,2,3,2,1,1,1
73521,Denzelle Olopade,M (C),Crystal Palace,English Premier Division,England (Premier Division),ENG,17,Right Only,Right,M (C),M,MEZ,28500,120,60,95,3,8,7,9,8,9,7,8,8,4,6,11,6,7,10,6,7,9,8,9,7,12,7,8,10,6,9,8,11,12,1,10,11,171,9,11,12,12,8,65,1,1,1,2,3,1,3,2,1
74429,Jarell Quansah,"D (RC), WB (R)",Liverpool,English Premier Division,England (Premier Division),ENG,16,Right Only,Right,D (R),D,FB,11750,120,48,95,1,2,4,1,5,6,1,5,5,5,6,4,1,8,6,9,4,7,3,9,14,12,1,9,4,10,6,6,6,11,3,11,6,194,14,7,13,11,6,78,1,1,2,1,1,2,1,4,2
76739,Tim Iroegbunam,M (C),West Brom,English Premier Division,England (Premier Division),ENG,16,Right Only,Right,M (C),M,CM,4400,120,42,95,2,4,2,1,2,11,1,4,4,1,6,13,1,7,6,7,5,4,5,4,12,5,6,7,5,5,6,7,11,13,1,11,5,167,2,16,11,6,1,55,1,3,3,1,2,1,1,2,2
77072,Aaron Pilkington,D (RLC),Leeds,English Premier Division,England (Premier Division),ENG,16,Left,Left,D (L),D,FB,425,120,35,94,1,3,1,2,1,6,1,7,2,1,9,3,1,10,3,11,6,5,4,6,13,11,1,11,1,9,5,4,5,11,2,7,5,193,11,16,10,5,5,74,1,3,3,1,3,2,4,2,1
77252,Ben Woods,"DM, M (C)",Burnley,English Premier Division,England (Premier Division),ENG,16,Right Only,Right,M (C),M,CM,18500,120,53,94,2,5,5,6,6,12,5,1,6,1,4,13,3,9,6,8,4,6,3,7,7,3,4,1,5,9,7,10,10,14,4,14,6,187,8,11,13,7,5,70,1,2,3,2,4,2,2,3,2
77313,Camron Gbadebo,D (C),Man City,English Premier Division,England (Premier Division),ENG,16,Right,Right,D (C),D,CD,36000,120,65,94,3,5,1,2,5,4,1,10,1,1,13,5,1,9,5,14,6,8,5,7,13,9,1,9,3,13,5,1,6,13,3,11,6,181,7,14,10,3,6,66,3,1,3,1,1,2,3,1,2
77395,Daniel Langley,GK,Newcastle,English Premier Division,England (Premier Division),ENG,18,Right Only,Right,GK,GK,G,21000,500,62,94,5,5,1,1,2,3,7,1,3,1,2,9,2,2,3,12,11,11,6,10,13,15,3,10,3,7,7,3,5,13,14,13,7,192,14,15,11,1,6,79,8,7,3,8,9,14,7,8,8
77444,Dermot Mee,GK,Fulham,English Premier Division,England (Premier Division),NIR,16,Right Only,Right,GK,GK,SK,23000,425,55,94,9,7,2,3,2,4,9,1,3,3,3,4,2,1,1,12,5,15,6,10,13,17,2,7,1,6,6,5,5,10,10,10,1,183,5,4,6,2,3,70,8,6,2,11,9,4,12,7,10
77473,DJ Campton-Sturridge,ST (C),Aston Villa,English Premier Division,England (Premier Division),ENG,16,Right,Right,ST (C),ST,P,10000,120,48,94,2,3,4,12,12,7,3,12,2,1,2,3,6,1,6,7,9,4,7,4,8,15,7,9,6,2,3,3,4,12,3,12,4,180,4,14,12,4,2,62,2,3,2,4,2,1,2,2,1
77717,Harrison Ashby,D (R),West Ham,English Premier Division,England (Premier Division),SCO,17,Right,Right,D (R),D,NFB,19000,120,55,94,1,8,7,6,8,7,5,9,7,7,7,10,7,10,5,14,10,12,9,7,8,12,1,14,6,7,10,6,12,11,1,6,8,184,10,9,10,8,8,74,1,4,3,2,2,3,1,2,2
77807,Jack Walls,D/WB (R),Liverpool,English Premier Division,England (Premier Division),ENG,17,Right Only,Right,D (R),D,FB,14000,120,51,94,1,5,2,6,4,9,3,6,3,5,6,8,3,11,7,8,5,8,4,7,13,11,2,11,5,6,7,5,6,14,2,13,3,176,7,14,12,6,4,73,1,4,1,2,3,3,2,2,3
77907,Jonathon Page,"D (C), DM",Fulham,English Premier Division,England (Premier Division),ENG,18,Right Only,Right,DM,DM,A,14250,120,50,94,2,2,2,3,3,5,1,7,5,1,9,7,1,13,4,12,10,7,6,7,13,7,3,1,5,12,7,7,10,11,3,13,7,175,8,11,13,5,6,63,3,1,1,3,2,3,2,4,1
77935,Josh Harrison,"M (C), AM (RLC), ST (C)",Newcastle,English Premier Division,England (Premier Division),ENG,16,Right,Right,AM (R),AM,W,6000,120,45,94,2,5,7,11,5,12,5,6,7,4,4,8,5,1,8,14,9,1,9,3,6,5,11,10,6,3,3,12,7,13,2,10,6,167,3,13,10,5,2,55,3,3,3,2,2,3,4,1,2
77998,Keenan Ferguson,D (C),Tottenham,English Premier Division,England (Premier Division),ENG,18,Right,Right,D (C),D,CD,58000,1500,65,94,2,1,1,1,1,5,1,10,5,2,12,6,1,10,1,10,6,8,6,9,13,7,1,3,4,13,5,1,6,14,2,7,11,184,9,11,13,6,11,89,4,3,3,2,2,1,3,3,1
78300,Max Taylor,D (C),Man Utd,English Premier Division,England (Premier Division),ENG,19,Right,Right,D (C),D,CD,59000,1000,78,94,1,4,1,3,4,6,7,15,6,3,9,11,4,12,6,10,10,5,10,9,13,3,4,14,7,10,9,2,10,10,3,12,10,181,10,13,11,7,7,74,3,1,1,2,3,1,1,1,3
78681,Seamas Keogh,D/WB/M (R),Southampton,English Premier Division,England (Premier Division),IRL,17,Right,Right,D (R),D,FB,25500,750,60,94,1,8,13,5,4,11,6,6,1,5,8,6,6,11,7,9,7,7,8,7,14,11,1,6,6,4,12,8,12,14,3,7,8,180,7,13,13,11,7,69,1,3,3,4,2,3,2,2,1
78920,Zuriel Otseh-Taiwo,D (R),Southampton,English Premier Division,England (Premier Division),ENG,16,Right,Right,D (R),D,FB,12750,120,50,94,2,1,4,3,3,8,3,8,7,7,7,8,6,12,7,7,5,6,3,12,7,1,2,1,4,8,8,7,8,14,2,11,8,179,5,12,13,9,7,66,1,3,3,2,1,1,4,3,2
79269,David Agbontohoma,D (C),Southampton,English Premier Division,England (Premier Division),ENG,17,Right,Right,D (C),D,CD,20000,120,55,93,2,5,2,5,5,6,2,8,3,5,14,5,4,15,5,8,7,8,6,9,6,7,1,3,7,6,8,3,6,13,1,5,10,197,14,13,13,7,8,82,1,1,2,4,1,1,1,2,1
79635,James Morris,D (L),Southampton,English Premier Division,England (Premier Division),ENG,17,Left,Left,D (L),D,FB,25500,120,60,93,1,1,5,6,2,7,1,6,7,7,7,7,1,11,8,9,8,10,8,6,8,6,1,6,6,7,10,5,12,15,1,10,9,178,7,5,14,9,7,70,2,2,2,1,2,3,3,3,2
79691,Joe Conley,M (C),Burnley,English Premier Division,England (Premier Division),ENG,17,Right Only,Right,M (C),M,CM,12250,120,48,93,3,5,5,4,3,14,4,1,7,1,7,11,1,8,9,12,4,2,8,3,5,13,1,2,6,7,7,13,12,14,2,11,6,176,9,14,9,9,4,65,1,2,4,3,1,2,3,2,1
80244,Ovie Ejeheri,GK,Arsenal,English Premier Division,England (Premier Division),ENG,16,Right Only,Right,GK,GK,SK,16750,120,55,93,8,3,3,1,3,1,8,1,3,1,1,8,3,1,3,7,6,10,5,9,13,5,1,10,1,10,6,5,4,11,10,5,2,187,7,5,10,1,4,72,7,7,1,11,8,5,13,6,12
80490,Terry Ablade,"AM (R), ST (C)",Fulham,English Premier Division,England (Premier Division),FIN,17,Right,Right,AM (R),AM,IW,40000,500,70,93,3,6,10,13,10,10,6,11,5,3,6,13,4,1,8,13,7,6,5,5,9,16,8,2,10,3,6,5,8,13,1,7,7,181,6,12,13,6,8,75,2,2,3,4,1,2,2,1,1
80612,Will Tizzard,D (C),Southampton,English Premier Division,England (Premier Division),ENG,16,Right,Right,D (C),D,CD,13500,120,50,93,3,3,1,1,1,2,1,12,3,1,12,5,1,12,4,16,6,7,5,6,12,9,1,8,1,12,4,1,5,7,2,10,5,188,8,13,10,10,8,74,3,2,3,1,3,3,2,1,1
80758,Alfie Hughes,AM (C),Leeds,English Premier Division,England (Premier Division),ENG,17,Right,Right,AM (C),AM,AP,11000,120,54,92,3,5,5,6,4,11,5,2,5,1,3,8,5,6,11,7,9,6,5,3,13,7,11,5,7,5,7,13,11,13,1,12,6,176,7,14,12,6,4,64,1,2,3,3,2,2,3,3,3
80762,Ali Reghba,"AM (R), ST (C)",Leicester,English Premier Division,England (Premier Division),IRL,19,Right Only,Right,AM (R),AM,W,150000,3000,80,92,1,5,8,10,10,11,7,9,8,4,5,8,11,5,8,6,8,8,9,8,9,12,11,3,11,3,8,9,10,13,3,11,11,186,10,12,14,12,11,80,2,2,3,2,2,1,1,3,1
81158,Dylan Stephenson,"AM (RLC), ST (C)",Newcastle,English Premier Division,England (Premier Division),ENG,16,Right,Right,AM (R),AM,W,22500,120,55,92,1,5,7,8,9,8,4,6,7,2,1,8,2,1,6,11,7,7,6,5,6,10,6,1,5,2,6,5,7,13,4,6,7,186,13,9,13,6,9,73,3,3,1,1,1,2,2,1,3
81297,Frankie Maguire,M (C),Sheff Utd,English Premier Division,England (Premier Division),ENG,15,Right Only,Right,M (C),M,CM,21500,120,55,92,2,4,2,3,3,9,6,5,7,1,9,9,3,7,6,16,5,7,4,3,14,15,4,11,6,4,7,14,11,14,1,13,4,189,13,12,11,11,6,66,2,2,2,3,1,3,1,4,4
81530,Jeremy Kyezu,D/WB (L),Tottenham,English Premier Division,England (Premier Division),ENG,15,Left,Left,D (L),D,WB,12750,120,50,92,3,3,6,6,6,6,1,4,5,1,7,6,1,5,8,10,7,6,6,6,11,16,8,1,1,5,7,7,14,9,2,13,7,172,6,14,12,14,4,56,1,3,2,3,3,1,3,2,2
81577,Jonathan Dinzeyi,D (C),Arsenal,English Premier Division,England (Premier Division),ENG,19,Right Only,Right,D (C),D,CD,54000,1300,65,92,3,6,4,3,5,9,1,8,4,5,15,8,3,9,4,10,7,7,6,7,7,11,1,1,6,7,8,6,9,14,3,6,8,188,15,12,13,6,11,83,3,3,4,1,3,2,3,1,4
81748,Lewis Brunt,M (C),Aston Villa,English Premier Division,England (Premier Division),ENG,18,Right,Right,M (C),M,CM,40000,500,75,92,2,6,4,8,4,13,6,8,8,1,4,9,2,10,12,12,5,7,10,7,13,17,5,10,12,7,7,12,12,13,3,9,2,180,6,7,10,11,5,72,4,2,3,3,1,3,1,3,2
81931,Matteo Ritaccio,"DM, M (C), AM (LC)",Liverpool,English Premier Division,England (Premier Division),USA,17,Left,Left,M (C),M,MEZ,18500,120,53,92,3,3,6,9,6,13,5,5,6,3,7,6,1,7,13,11,7,7,6,4,7,6,13,4,9,5,7,7,12,11,1,11,7,176,4,13,7,7,4,61,2,2,4,3,2,2,1,1,2
81933,Matthew Hall,GK,Southampton,English Premier Division,England (Premier Division),ENG,16,Right,Right,GK,GK,G,11250,120,50,92,6,3,1,2,2,1,6,1,2,1,1,7,2,1,1,5,9,13,6,8,13,16,1,1,2,8,6,5,5,8,14,11,6,184,8,9,7,1,5,70,7,6,1,6,8,11,5,5,4
82104,Owen Dodgson,D (L),Burnley,English Premier Division,England (Premier Division),ENG,16,Left,Left,D (L),D,FB,24000,475,56,92,1,2,2,4,1,8,1,7,3,5,7,3,1,11,7,17,10,8,4,7,12,7,4,8,6,12,7,6,7,14,1,13,3,175,5,13,14,9,4,61,2,3,2,1,4,2,2,3,1
82398,Tom Solanke,"D (C), DM, M (C)",West Brom,English Premier Division,England (Premier Division),ENG,18,Right,Right,M (C),M,CM,17750,400,63,92,1,3,4,1,3,8,5,7,7,5,7,8,2,13,7,6,7,7,9,7,13,7,1,8,6,12,7,7,11,8,2,8,6,189,9,14,9,7,5,77,2,1,4,2,4,4,1,3,3
82539,Zidane Iqbal,"M (C), AM (LC)",Man Utd,English Premier Division,England (Premier Division),ENG,16,Right,Right,M (C),M,MEZ,21500,120,55,92,1,6,7,12,7,10,6,1,8,1,6,12,4,5,10,16,5,5,5,7,13,7,18,3,6,5,8,12,12,12,1,11,7,179,8,9,10,7,4,62,3,3,3,3,3,3,1,2,2
